state.id;city;county;postalCode;areaCode
MS;Juti;Juti;78674-893;67
MS;Ladário;Ladário;79991-382;67
MS;Laguna Carapã;Laguna Carapã;76298-183;67
MS;Maracaju;Maracaju;78513-683;67
MS;Miranda;Miranda;76093-265;67
MS;Mundo Novo;Mundo Novo;79356-029;74
MS;Naviraí;Naviraí;73032-058;67
MS;Nioaque;Nioaque;73649-185;67
MS;Nova Alvorada do Sul;Nova Alvorada do Sul;71650-119;67
MS;Nova Andradina;Nova Andradina;74777-785;67
MS;Novo Horizonte do Sul;Novo Horizonte do Sul;78298-863;67
MS;Paranaíba;Paranaíba;71925-767;67
MS;Paranhos;Paranhos;75316-171;67
MS;Pedro Gomes;Pedro Gomes;76429-538;67
MS;Ponta Porã;Ponta Porã;76187-906;67
MS;Porto Murtinho;Porto Murtinho;76099-177;67
MS;Ribas do Rio Pardo;Ribas do Rio Pardo;74665-462;67
MS;Rio Brilhante;Rio Brilhante;77674-855;67
MS;Rio Negro;Rio Negro;78765-775;67
MS;Rio Verde de Mato Grosso;Rio Verde de Mato Grosso;73367-494;67
MS;Rochedo;Rochedo;78241-905;67
MS;São Gabriel do Oeste;São Gabriel do Oeste;71608-416;67
MS;Santa Rita do Pardo;Santa Rita do Pardo;77886-995;67
MS;Selvíria;Selvíria;71039-038;67
MS;Sete Quedas;Sete Quedas;74031-084;67
MS;Sidrolândia;Sidrolândia;72276-552;67
MS;Sonora;Sonora;70634-900;67
MS;Tacuru;Tacuru;78037-114;67
MS;Taquarussu;Taquarussu;72198-082;67
MS;Terenos;Terenos;73381-506;67
MS;Três Lagoas;Três Lagoas;74081-164;67
MS;Vicentina;Vicentina;77040-193;67
MT;Água Boa;Água Boa;76397-949;33
MT;Acorizal;Acorizal;75799-561;65
MT;Alta Floresta;Alta Floresta;73689-853;66
MT;Alto Araguaia;Alto Araguaia;73915-674;66
MT;Alto Boa Vista;Alto Boa Vista;75587-330;66
MT;Alto Garças;Alto Garças;72197-115;66
MT;Alto Paraguai;Alto Paraguai;74213-131;65
MT;Alto Taquari;Alto Taquari;71565-197;66
MT;Apiacás;Apiacás;76173-146;66
MT;Araguaiana;Araguaiana;72837-385;66
MT;Araguainha;Araguainha;70729-697;66
MT;Araputanga;Araputanga;78097-476;65
MT;Arenápolis;Arenápolis;73159-672;65
MT;Aripuanã;Aripuanã;71239-841;66
MT;Barão de Melgaço;Barão de Melgaço;78013-965;65
MT;Barra do Bugres;Barra do Bugres;73929-720;65
MT;Barra do Garças;Barra do Garças;74479-063;66
MT;Bom Jesus do Araguaia;Bom Jesus do Araguaia;76973-490;66
MT;Brasnorte;Brasnorte;75096-286;66
MT;Cáceres;Cáceres;78717-971;65
MT;Campinápolis;Campinápolis;79771-544;66
MT;Campo Novo do Parecis;Campo Novo do Parecis;79720-000;65
MT;Campo Verde;Campo Verde;79144-461;66
MT;Campos de Júlio;Campos de Júlio;71383-499;65
MT;Canarana;Canarana;71938-528;74
MT;Carlinda;Carlinda;75081-435;66
MT;Castanheira;Castanheira;70595-197;66
MT;Chapada dos Guimarães;Chapada dos Guimarães;74468-356;65
MT;Cláudia;Cláudia;79459-869;66
MT;Cocalinho;Cocalinho;78338-112;66
MT;Colíder;Colíder;77042-321;66
MT;Colniza;Colniza;78846-507;66
MT;Comodoro;Comodoro;71566-483;65
MT;Confresa;Confresa;75477-126;66
MT;Conquista D'Oeste;Conquista D'Oeste;70742-102;65
MT;Cotriguaçu;Cotriguaçu;75477-826;66
MT;Cuiabá;Cuiabá;71675-493;65
MT;Curvelândia;Curvelândia;73108-217;65
MT;Denise;Denise;77789-769;65
MT;Diamantino;Diamantino;71892-404;65
MT;Dom Aquino;Dom Aquino;74102-304;66
MT;Feliz Natal;Feliz Natal;79366-007;66
MT;Figueirópolis D'Oeste;Figueirópolis D'Oeste;70386-101;65
MT;Gaúcha do Norte;Gaúcha do Norte;79862-432;66
MT;General Carneiro;General Carneiro;74882-074;66
MT;Glória D'Oeste;Glória D'Oeste;70634-981;65
MT;Guarantã do Norte;Guarantã do Norte;73264-011;66
MT;Guiratinga;Guiratinga;70301-958;66
MT;Indiavaí;Indiavaí;79062-316;65
MT;Itaúba;Itaúba;71171-166;66
MT;Itiquira;Itiquira;73612-809;65
MT;Jaciara;Jaciara;74518-790;66
MT;Jangada;Jangada;74680-797;65
MT;Jauru;Jauru;79498-411;65
MT;Juína;Juína;79257-571;66
MT;Juara;Juara;70070-763;66
MT;Juruena;Juruena;76435-986;66
MT;Juscimeira;Juscimeira;76532-907;66
MT;Lambari D'Oeste;Lambari D'Oeste;75205-945;65
MT;Lucas do Rio Verde;Lucas do Rio Verde;75064-353;65
MT;Luciara;Luciara;78857-096;66
MT;Marcelândia;Marcelândia;72132-190;66
MT;Matupá;Matupá;77519-591;66
MT;Mirassol d'Oeste;Mirassol d'Oeste;76020-304;65
MT;Nobres;Nobres;70449-581;65
MT;Nortelândia;Nortelândia;71206-877;65
MT;Nossa Senhora do Livramento;Nossa Senhora do Livramento;71779-746;65
MT;Nova Bandeirantes;Nova Bandeirantes;71015-339;66
MT;Nova Brasilândia;Nova Brasilândia;77884-098;66
MT;Nova Canaã do Norte;Nova Canaã do Norte;70898-247;66
MT;Nova Guarita;Nova Guarita;79764-696;66
MT;Nova Lacerda;Nova Lacerda;77253-021;65
MT;Nova Marilândia;Nova Marilândia;77257-300;65
MT;Nova Maringá;Nova Maringá;72170-559;66
MT;Nova Monte Verde;Nova Monte Verde;77658-111;66
MT;Nova Mutum;Nova Mutum;75888-689;65
MT;Nova Olímpia;Nova Olímpia;73062-687;65
MT;Nova Santa Helena;Nova Santa Helena;75230-412;66
MT;Nova Ubiratã;Nova Ubiratã;77575-066;66
MT;Nova Xavantina;Nova Xavantina;77014-978;66
MT;Novo Horizonte do Norte;Novo Horizonte do Norte;76266-083;66
MT;Novo Mundo;Novo Mundo;71427-616;66
MT;Novo São Joaquim;Novo São Joaquim;74080-051;66
MT;Novo Santo Antônio;Novo Santo Antônio;70793-699;66
MT;Paranaíta;Paranaíta;78980-962;66
MT;Paranatinga;Paranatinga;78793-847;66
MT;Pedra Preta;Pedra Preta;76968-885;66
MT;Peixoto de Azevedo;Peixoto de Azevedo;70547-076;66
MT;Planalto da Serra;Planalto da Serra;78881-444;66
MT;Poconé;Poconé;78349-718;65
MT;Pontal do Araguaia;Pontal do Araguaia;75907-586;66
MT;Ponte Branca;Ponte Branca;73026-381;66
MT;Pontes e Lacerda;Pontes e Lacerda;77936-957;65
MT;Porto Alegre do Norte;Porto Alegre do Norte;79672-615;66
MT;Porto dos Gaúchos;Porto dos Gaúchos;73950-636;66
MT;Porto Esperidião;Porto Esperidião;70220-608;65
MT;Porto Estrela;Porto Estrela;74637-570;65
MT;Poxoréo;Poxoréo;72018-722;66
MT;Primavera do Leste;Primavera do Leste;75444-906;66
MT;Querência;Querência;78075-890;66
MT;Reserva do Cabaçal;Reserva do Cabaçal;70426-256;65
MT;Ribeirão Cascalheira;Ribeirão Cascalheira;70512-086;66
MT;Ribeirãozinho;Ribeirãozinho;79008-455;66
MT;Rio Branco;Rio Branco;70893-402;68
MT;Rondolândia;Rondolândia;72983-709;66
MT;Rondonópolis;Rondonópolis;72528-112;66
MT;Rosário Oeste;Rosário Oeste;76249-896;65
MT;São Félix do Araguaia;São Félix do Araguaia;76433-542;66
MT;São José do Povo;São José do Povo;75262-237;66
MT;São José do Rio Claro;São José do Rio Claro;76268-021;66
MT;São José do Xingu;São José do Xingu;76488-149;66
MT;São José dos Quatro Marcos;São José dos Quatro Marcos;79335-810;65
MT;São Pedro da Cipa;São Pedro da Cipa;70864-385;66
MT;Salto do Céu;Salto do Céu;73486-398;65
MT;Santa Carmem;Santa Carmem;70668-109;66
MT;Santa Cruz do Xingu;Santa Cruz do Xingu;71037-741;66
MT;Santa Rita do Trivelato;Santa Rita do Trivelato;76898-681;65
MT;Santa Terezinha;Santa Terezinha;78469-457;66
MT;Santo Afonso;Santo Afonso;71350-159;65
MT;Santo Antônio do Leste;Santo Antônio do Leste;72660-474;66
MT;Santo Antônio do Leverger;Santo Antônio do Leverger;73668-251;65
MT;Sapezal;Sapezal;76349-357;65
MT;Serra Nova Dourada;Serra Nova Dourada;72639-289;66
MT;Sinop;Sinop;78200-846;66
MT;Sorriso;Sorriso;79724-626;66
MT;Tabaporã;Tabaporã;72480-884;66
MT;Tangará da Serra;Tangará da Serra;77904-618;65
MT;Tapurah;Tapurah;70491-728;66
MT;Terra Nova do Norte;Terra Nova do Norte;74713-705;66
MT;Tesouro;Tesouro;76879-174;66
MT;Torixoréu;Torixoréu;79799-083;66
MT;União do Sul;União do Sul;78413-156;66
MT;Várzea Grande;Várzea Grande;75529-134;65
MT;Vale de São Domingos;Vale de São Domingos;72797-477;65
MT;Vera;Vera;73393-892;66
MT;Vila Bela da Santíssima Trindade;Vila Bela da Santíssima Trindade;73983-093;65
MT;Vila Rica;Vila Rica;78679-542;66
MG;Água Boa;Água Boa;35441-835;33
MG;Água Comprida;Água Comprida;30477-583;34
MG;Águas Formosas;Águas Formosas;33488-131;33
MG;Águas Vermelhas;Águas Vermelhas;37553-488;33
MG;Açucena;Açucena;34205-487;33
MG;Abadia dos Dourados;Abadia dos Dourados;31912-871;34
MG;Abaeté;Abaeté;32550-163;37
MG;Abre Campo;Abre Campo;38985-020;31
MG;Acaiaca;Acaiaca;36859-574;31
MG;Aguanil;Aguanil;32231-952;35
MG;Aimorés;Aimorés;37206-322;33
MG;Aiuruoca;Aiuruoca;32327-852;35
MG;Além Paraíba;Além Paraíba;36568-566;32
MG;Alagoa;Alagoa;32107-911;35
MG;Albertina;Albertina;39120-892;35
MG;Alfenas;Alfenas;39035-806;35
MG;Alfredo Vasconcelos;Alfredo Vasconcelos;38622-526;32
MG;Almenara;Almenara;38386-676;33
MG;Alpercata;Alpercata;32719-004;33
MG;Alpinópolis;Alpinópolis;31582-877;35
MG;Alterosa;Alterosa;34178-816;35
MG;Alto Caparaó;Alto Caparaó;33268-978;32
MG;Alto Jequitibá;Alto Jequitibá;34804-139;33
MG;Alto Rio Doce;Alto Rio Doce;31604-315;32
MG;Alvarenga;Alvarenga;39681-267;33
MG;Alvinópolis;Alvinópolis;30730-934;31
MG;Alvorada de Minas;Alvorada de Minas;32615-787;31
MG;Amparo do Serra;Amparo do Serra;32551-393;31
MG;Andradas;Andradas;36600-664;35
MG;Andrelândia;Andrelândia;32161-936;35
MG;Antônio Carlos;Antônio Carlos;39559-457;32
MG;Antônio Dias;Antônio Dias;34660-419;31
MG;Antônio Prado de Minas;Antônio Prado de Minas;31706-931;32
MG;Araçaí;Araçaí;31340-414;31
MG;Araçuaí;Araçuaí;32216-185;33
MG;Araújos;Araújos;33495-973;37
MG;Aracitaba;Aracitaba;33635-552;32
MG;Araguari;Araguari;30274-636;34
MG;Arantina;Arantina;33167-613;32
MG;Araponga;Araponga;36758-222;31
MG;Araporã;Araporã;36815-084;34
MG;Arapuá;Arapuá;36305-464;34
MG;Araxá;Araxá;31051-527;34
MG;Arceburgo;Arceburgo;30466-974;35
MG;Arcos;Arcos;38580-203;37
MG;Areado;Areado;37199-924;35
MG;Argirita;Argirita;34610-562;32
MG;Aricanduva;Aricanduva;36510-905;38
MG;Arinos;Arinos;38325-583;38
MG;Astolfo Dutra;Astolfo Dutra;33776-503;32
MG;Ataléia;Ataléia;39556-113;33
MG;Augusto de Lima;Augusto de Lima;30751-407;38
MG;Baependi;Baependi;39451-956;35
MG;Baldim;Baldim;31374-503;31
MG;Bambuí;Bambuí;30951-589;37
MG;Bandeira;Bandeira;33942-879;33
MG;Bandeira do Sul;Bandeira do Sul;39334-203;35
MG;Barão de Cocais;Barão de Cocais;32033-967;31
MG;Barão de Monte Alto;Barão de Monte Alto;33694-513;32
MG;Barbacena;Barbacena;39670-942;32
MG;Barra Longa;Barra Longa;31041-673;31
MG;Barroso;Barroso;32882-390;32
MG;Bela Vista de Minas;Bela Vista de Minas;37259-251;31
MG;Belmiro Braga;Belmiro Braga;32399-413;32
MG;Belo Horizonte;Belo Horizonte;39206-671;31
MG;Belo Oriente;Belo Oriente;39920-724;33
MG;Belo Vale;Belo Vale;34417-236;31
MG;Berilo;Berilo;33016-681;33
MG;Berizal;Berizal;34676-780;38
MG;Bertópolis;Bertópolis;36216-318;33
MG;Betim;Betim;35341-235;31
MG;Bias Fortes;Bias Fortes;32383-232;32
MG;Bicas;Bicas;35832-821;32
MG;Biquinhas;Biquinhas;31688-033;37
MG;Boa Esperança;Boa Esperança;31722-813;27
MG;Bocaiúva;Bocaiúva;30553-446;38
MG;Bocaina de Minas;Bocaina de Minas;39114-300;32
MG;Bom Despacho;Bom Despacho;35499-358;37
MG;Bom Jardim de Minas;Bom Jardim de Minas;34894-389;32
MG;Bom Jesus da Penha;Bom Jesus da Penha;32010-983;35
MG;Bom Jesus do Amparo;Bom Jesus do Amparo;36295-521;31
MG;Bom Jesus do Galho;Bom Jesus do Galho;31669-808;33
MG;Bom Repouso;Bom Repouso;37528-924;35
MG;Bom Sucesso;Bom Sucesso;36280-374;35
MG;Bonfim;Bonfim;33495-522;31
MG;Bonfinópolis de Minas;Bonfinópolis de Minas;38526-588;38
MG;Bonito de Minas;Bonito de Minas;39094-266;38
MG;Borda da Mata;Borda da Mata;30850-291;35
MG;Botelhos;Botelhos;37309-103;35
MG;Botumirim;Botumirim;35339-077;38
MG;Brás Pires;Brás Pires;34668-879;32
MG;Braúnas;Braúnas;35239-050;33
MG;Brasília de Minas;Brasília de Minas;37664-481;38
MG;Brasópolis;Brasópolis;31806-800;35
MG;Brasilândia de Minas;Brasilândia de Minas;37446-687;38
MG;Brumadinho;Brumadinho;34694-355;31
MG;Buenópolis;Buenópolis;32621-495;38
MG;Bueno Brandão;Bueno Brandão;38895-192;35
MG;Bugre;Bugre;30494-743;33
MG;Buritis;Buritis;32299-022;38
MG;Buritizeiro;Buritizeiro;35896-402;38
MG;Cássia;Cássia;31076-497;35
MG;Córrego Danta;Córrego Danta;33848-789;37
MG;Córrego do Bom Jesus;Córrego do Bom Jesus;30997-024;35
MG;Córrego Fundo;Córrego Fundo;36241-517;37
MG;Córrego Novo;Córrego Novo;38309-302;33
MG;Cônego Marinho;Cônego Marinho;36430-644;38
MG;Cabeceira Grande;Cabeceira Grande;30855-060;38
MG;Cabo Verde;Cabo Verde;34184-454;35
MG;Cachoeira da Prata;Cachoeira da Prata;37464-637;31
MG;Cachoeira de Minas;Cachoeira de Minas;37385-427;35
MG;Cachoeira de Pajeú;Cachoeira de Pajeú;32636-420;33
MG;Cachoeira Dourada;Cachoeira Dourada;39017-770;64
MG;Caeté;Caeté;39920-911;31
MG;Caetanópolis;Caetanópolis;31385-200;31
MG;Caiana;Caiana;39465-470;32
MG;Cajuri;Cajuri;32492-431;31
MG;Caldas;Caldas;36233-202;35
MG;Camacho;Camacho;31635-247;37
MG;Camanducaia;Camanducaia;36135-833;35
MG;Cambuí;Cambuí;39021-224;35
MG;Cambuquira;Cambuquira;31038-326;35
MG;Campanário;Campanário;31321-948;33
MG;Campanha;Campanha;34819-107;35
MG;Campestre;Campestre;30284-377;82
MG;Campina Verde;Campina Verde;38174-107;34
MG;Campo Azul;Campo Azul;37702-535;38
MG;Campo Belo;Campo Belo;39459-973;35
MG;Campo do Meio;Campo do Meio;34563-969;35
MG;Campo Florido;Campo Florido;39437-470;34
MG;Campos Altos;Campos Altos;30936-716;37
MG;Campos Gerais;Campos Gerais;35040-493;35
MG;Canápolis;Canápolis;30915-312;77
MG;Canaã;Canaã;33057-622;31
MG;Cana Verde;Cana Verde;34778-565;35
MG;Candeias;Candeias;35367-487;71
MG;Cantagalo;Cantagalo;37644-577;33
MG;Caparaó;Caparaó;36227-855;32
MG;Capela Nova;Capela Nova;36619-273;31
MG;Capelinha;Capelinha;33409-292;33
MG;Capetinga;Capetinga;39997-372;35
MG;Capim Branco;Capim Branco;33821-286;31
MG;Capinópolis;Capinópolis;35516-603;34
MG;Capitão Andrade;Capitão Andrade;38282-884;33
MG;Capitão Enéas;Capitão Enéas;31365-192;38
MG;Capitólio;Capitólio;36683-373;37
MG;Caputira;Caputira;36769-855;31
MG;Caraí;Caraí;35974-207;33
MG;Caranaíba;Caranaíba;39601-734;31
MG;Carandaí;Carandaí;36436-324;32
MG;Carangola;Carangola;31021-047;32
MG;Caratinga;Caratinga;33796-167;33
MG;Carbonita;Carbonita;38833-790;38
MG;Careaçu;Careaçu;37849-542;35
MG;Carlos Chagas;Carlos Chagas;30820-497;33
MG;Carmésia;Carmésia;39489-004;31
MG;Carmópolis de Minas;Carmópolis de Minas;38608-439;37
MG;Carmo da Cachoeira;Carmo da Cachoeira;33656-917;35
MG;Carmo da Mata;Carmo da Mata;35513-932;37
MG;Carmo de Minas;Carmo de Minas;37202-282;35
MG;Carmo do Cajuru;Carmo do Cajuru;36134-303;37
MG;Carmo do Paranaíba;Carmo do Paranaíba;33227-212;34
MG;Carmo do Rio Claro;Carmo do Rio Claro;31059-453;35
MG;Carneirinho;Carneirinho;37933-071;34
MG;Carrancas;Carrancas;36340-870;35
MG;Carvalhópolis;Carvalhópolis;33050-841;35
MG;Carvalhos;Carvalhos;30616-368;35
MG;Casa Grande;Casa Grande;37620-620;31
MG;Cascalho Rico;Cascalho Rico;33339-560;34
MG;Cataguases;Cataguases;38666-777;32
MG;Catas Altas;Catas Altas;31586-162;31
MG;Catas Altas da Noruega;Catas Altas da Noruega;30479-881;31
MG;Catuji;Catuji;38182-412;33
MG;Catuti;Catuti;38446-739;38
MG;Caxambu;Caxambu;36328-980;35
MG;Cedro do Abaeté;Cedro do Abaeté;32857-277;37
MG;Central de Minas;Central de Minas;37072-142;33
MG;Centralina;Centralina;35103-492;34
MG;Chácara;Chácara;38326-471;32
MG;Chalé;Chalé;36037-971;33
MG;Chapada do Norte;Chapada do Norte;39379-648;33
MG;Chapada Gaúcha;Chapada Gaúcha;35429-148;38
MG;Chiador;Chiador;36802-365;32
MG;Cipotânea;Cipotânea;33724-766;32
MG;Cláudio;Cláudio;39626-249;37
MG;Claraval;Claraval;36972-537;34
MG;Claro dos Poções;Claro dos Poções;38564-222;38
MG;Coimbra;Coimbra;37421-023;32
MG;Coluna;Coluna;33718-750;33
MG;Comendador Gomes;Comendador Gomes;38233-591;34
MG;Comercinho;Comercinho;35434-313;33
MG;Conceição da Aparecida;Conceição da Aparecida;34034-167;35
MG;Conceição da Barra de Minas;Conceição da Barra de Minas;33037-954;32
MG;Conceição das Alagoas;Conceição das Alagoas;37956-214;34
MG;Conceição das Pedras;Conceição das Pedras;33644-215;35
MG;Conceição de Ipanema;Conceição de Ipanema;33604-974;33
MG;Conceição do Mato Dentro;Conceição do Mato Dentro;32260-444;31
MG;Conceição do Pará;Conceição do Pará;36701-989;37
MG;Conceição do Rio Verde;Conceição do Rio Verde;33052-934;35
MG;Conceição dos Ouros;Conceição dos Ouros;33879-580;35
MG;Confins;Confins;33710-188;31
MG;Congonhal;Congonhal;37225-421;35
MG;Congonhas;Congonhas;34755-490;31
MG;Congonhas do Norte;Congonhas do Norte;30581-666;31
MG;Conquista;Conquista;36479-733;34
MG;Conselheiro Lafaiete;Conselheiro Lafaiete;34295-762;31
MG;Conselheiro Pena;Conselheiro Pena;39521-660;33
MG;Consolação;Consolação;34912-516;35
MG;Contagem;Contagem;37405-302;31
MG;Coqueiral;Coqueiral;31424-604;35
MG;Coração de Jesus;Coração de Jesus;32762-893;38
MG;Cordisburgo;Cordisburgo;36687-408;31
MG;Cordislândia;Cordislândia;31674-157;35
MG;Corinto;Corinto;38173-697;38
MG;Coroaci;Coroaci;35517-578;33
MG;Coromandel;Coromandel;32025-169;34
MG;Coronel Fabriciano;Coronel Fabriciano;31494-110;31
MG;Coronel Murta;Coronel Murta;34083-120;33
MG;Coronel Pacheco;Coronel Pacheco;36640-059;32
MG;Coronel Xavier Chaves;Coronel Xavier Chaves;33071-486;32
MG;Couto de Magalhães de Minas;Couto de Magalhães de Minas;34451-804;38
MG;Crisólita;Crisólita;34705-593;33
MG;Cristália;Cristália;36124-561;38
MG;Cristais;Cristais;39818-967;35
MG;Cristiano Otoni;Cristiano Otoni;30599-659;31
MG;Cristina;Cristina;34607-555;35
MG;Crucilândia;Crucilândia;30462-832;31
MG;Cruzília;Cruzília;33399-675;35
MG;Cruzeiro da Fortaleza;Cruzeiro da Fortaleza;38778-252;34
MG;Cuparaque;Cuparaque;32548-352;33
MG;Curral de Dentro;Curral de Dentro;36642-311;33
MG;Curvelo;Curvelo;39655-659;38
MG;Datas;Datas;32999-349;38
MG;Delfim Moreira;Delfim Moreira;35670-126;35
MG;Delfinópolis;Delfinópolis;38444-792;35
MG;Delta;Delta;39685-057;34
MG;Descoberto;Descoberto;32517-160;32
MG;Desterro de Entre Rios;Desterro de Entre Rios;30117-714;31
MG;Desterro do Melo;Desterro do Melo;39436-264;32
MG;Diamantina;Diamantina;36182-709;38
MG;Diogo de Vasconcelos;Diogo de Vasconcelos;34107-460;31
MG;Dionísio;Dionísio;34760-653;31
MG;Divinésia;Divinésia;39245-557;32
MG;Divinópolis;Divinópolis;30098-465;37
MG;Divino;Divino;35988-291;32
MG;Divino das Laranjeiras;Divino das Laranjeiras;31501-872;33
MG;Divinolândia de Minas;Divinolândia de Minas;36518-203;33
MG;Divisópolis;Divisópolis;37188-739;33
MG;Divisa Alegre;Divisa Alegre;32528-375;33
MG;Divisa Nova;Divisa Nova;35218-086;35
MG;Dom Bosco;Dom Bosco;38771-510;38
MG;Dom Cavati;Dom Cavati;39861-198;33
MG;Dom Joaquim;Dom Joaquim;36594-286;31
MG;Dom Silvério;Dom Silvério;38717-425;31
MG;Dom Viçoso;Dom Viçoso;32017-113;35
MG;Dona Eusébia;Dona Eusébia;35009-975;32
MG;Doresópolis;Doresópolis;32123-046;37
MG;Dores de Campos;Dores de Campos;34360-152;32
MG;Dores de Guanhães;Dores de Guanhães;33149-511;33
MG;Dores do Indaiá;Dores do Indaiá;32352-488;37
MG;Dores do Turvo;Dores do Turvo;33568-970;32
MG;Douradoquara;Douradoquara;32209-254;34
MG;Durandé;Durandé;34168-327;33
MG;Elói Mendes;Elói Mendes;32533-465;35
MG;Engenheiro Caldas;Engenheiro Caldas;39630-013;33
MG;Engenheiro Navarro;Engenheiro Navarro;30895-970;38
MG;Entre Folhas;Entre Folhas;30723-203;33
MG;Entre Rios de Minas;Entre Rios de Minas;38299-140;31
MG;Ervália;Ervália;37054-404;32
MG;Esmeraldas;Esmeraldas;39573-492;31
MG;Espírito Santo do Dourado;Espírito Santo do Dourado;35600-341;35
MG;Espera Feliz;Espera Feliz;36836-596;32
MG;Espinosa;Espinosa;39010-351;38
MG;Estiva;Estiva;36826-021;35
MG;Estrela Dalva;Estrela Dalva;32088-335;32
MG;Estrela do Indaiá;Estrela do Indaiá;36773-280;37
MG;Estrela do Sul;Estrela do Sul;32720-620;34
MG;Eugenópolis;Eugenópolis;37885-707;32
MG;Ewbank da Câmara;Ewbank da Câmara;31782-946;32
MG;Extrema;Extrema;35889-719;35
MG;Fama;Fama;39704-205;35
MG;Faria Lemos;Faria Lemos;38783-009;32
MG;Felício dos Santos;Felício dos Santos;35135-176;38
MG;Felisburgo;Felisburgo;31062-527;33
MG;Felixlândia;Felixlândia;38158-915;38
MG;Fernandes Tourinho;Fernandes Tourinho;31203-045;33
MG;Ferros;Ferros;30298-663;31
MG;Fervedouro;Fervedouro;39640-453;32
MG;Florestal;Florestal;30414-682;31
MG;Formiga;Formiga;36335-581;37
MG;Formoso;Formoso;34239-349;62
MG;Fortaleza de Minas;Fortaleza de Minas;34782-751;35
MG;Fortuna de Minas;Fortuna de Minas;34087-047;31
MG;Franciscópolis;Franciscópolis;39008-127;33
MG;Francisco Badaró;Francisco Badaró;31057-663;33
MG;Francisco Dumont;Francisco Dumont;35453-778;38
MG;Francisco Sá;Francisco Sá;35651-123;38
MG;Frei Gaspar;Frei Gaspar;39318-301;33
MG;Frei Inocêncio;Frei Inocêncio;33262-444;33
MG;Frei Lagonegro;Frei Lagonegro;31119-815;33
MG;Fronteira;Fronteira;39587-238;34
MG;Fronteira dos Vales;Fronteira dos Vales;30422-321;33
MG;Fruta de Leite;Fruta de Leite;37389-026;38
MG;Frutal;Frutal;35984-092;34
MG;Funilândia;Funilândia;36526-246;31
MG;Galiléia;Galiléia;35915-666;33
MG;Gameleiras;Gameleiras;35125-325;38
MG;Glaucilândia;Glaucilândia;37145-242;38
MG;Goiabeira;Goiabeira;37496-814;33
MG;Goianá;Goianá;37935-497;32
MG;Gonçalves;Gonçalves;33751-266;35
MG;Gonzaga;Gonzaga;34638-812;33
MG;Gouveia;Gouveia;34811-945;38
MG;Governador Valadares;Governador Valadares;38403-205;33
MG;Grão Mogol;Grão Mogol;36347-309;38
MG;Grupiara;Grupiara;37050-316;34
MG;Guanhães;Guanhães;36886-123;33
MG;Guapé;Guapé;34581-282;35
MG;Guaraciaba;Guaraciaba;32641-003;31
MG;Guaraciama;Guaraciama;37530-169;38
MG;Guaranésia;Guaranésia;39642-235;35
MG;Guarani;Guarani;31035-162;32
MG;Guarará;Guarará;33825-773;32
MG;Guarda-Mor;Guarda-Mor;34107-155;38
MG;Guaxupé;Guaxupé;33727-566;35
MG;Guidoval;Guidoval;33659-354;32
MG;Guimarânia;Guimarânia;30741-249;34
MG;Guiricema;Guiricema;38220-230;32
MG;Gurinhatã;Gurinhatã;37279-097;34
MG;Heliodora;Heliodora;38534-633;35
MG;Iapu;Iapu;39007-703;33
MG;Ibertioga;Ibertioga;37969-119;32
MG;Ibiá;Ibiá;37331-468;34
MG;Ibiaí;Ibiaí;38179-676;38
MG;Ibiracatu;Ibiracatu;32079-563;38
MG;Ibiraci;Ibiraci;39853-115;35
MG;Ibirité;Ibirité;36128-441;31
MG;Ibitiúra de Minas;Ibitiúra de Minas;31394-129;35
MG;Ibituruna;Ibituruna;34991-307;35
MG;Icaraí de Minas;Icaraí de Minas;31504-306;38
MG;Igarapé;Igarapé;33022-104;31
MG;Igaratinga;Igaratinga;34881-712;37
MG;Iguatama;Iguatama;30816-576;37
MG;Ijaci;Ijaci;33409-659;35
MG;Ilicínea;Ilicínea;37537-002;35
MG;Imbé de Minas;Imbé de Minas;37232-659;33
MG;Inconfidentes;Inconfidentes;36182-731;35
MG;Indaiabira;Indaiabira;32477-261;38
MG;Indianópolis;Indianópolis;32797-762;34
MG;Ingaí;Ingaí;30314-972;35
MG;Inhaúma;Inhaúma;39314-969;31
MG;Inhapim;Inhapim;30656-198;33
MG;Inimutaba;Inimutaba;35788-820;38
MG;Ipaba;Ipaba;39046-165;33
MG;Ipanema;Ipanema;30204-573;33
MG;Ipatinga;Ipatinga;30548-587;31
MG;Ipiaçu;Ipiaçu;33050-329;34
MG;Ipuiúna;Ipuiúna;36705-272;35
MG;Iraí de Minas;Iraí de Minas;37657-104;34
MG;Itaú de Minas;Itaú de Minas;30276-173;35
MG;Itaúna;Itaúna;30830-548;37
MG;Itabira;Itabira;38467-174;31
MG;Itabirito;Itabirito;30913-945;31
MG;Itacambira;Itacambira;32298-021;38
MG;Itacarambi;Itacarambi;32435-933;38
MG;Itaguara;Itaguara;30538-218;37
MG;Itaipé;Itaipé;37768-694;33
MG;Itajubá;Itajubá;39573-357;35
MG;Itamarandiba;Itamarandiba;34933-206;38
MG;Itamarati de Minas;Itamarati de Minas;39106-236;32
MG;Itambé do Mato Dentro;Itambé do Mato Dentro;37233-960;31
MG;Itambacuri;Itambacuri;34947-639;33
MG;Itamogi;Itamogi;36088-755;35
MG;Itamonte;Itamonte;32223-334;35
MG;Itanhandu;Itanhandu;31264-317;35
MG;Itanhomi;Itanhomi;37850-893;33
MG;Itaobim;Itaobim;37675-401;33
